,id,name,metacritic,released_year,platforms,developers,genres,publishers
155866,254542,Horizon Zero Dawn: The Frozen Wilds,83.0,2017,"PC, PlayStation 4",Guerrilla Games,"Action, Adventure, RPG",Sony Interactive Entertainment
155874,254553,Far Cry 5 Gold Edition,80.0,2018,"PC, PlayStation 4, Xbox One",Ubisoft,"Action, Shooter, Adventure",Ubisoft Entertainment
155980,25465,Iron Man,42.0,2008,"PlayStation 2, Xbox 360, Nintendo DS, PC, Wii","Secret Level, Artificial Mind and Movement, A2M","Action, Shooter",SEGA
155983,254652,Apsulov: End of Gods,71.0,2019,PC,Angry Demon Studio,"Action, Adventure, Indie",Angry Demon Studio
156063,25473,Final Fantasy Crystal Chronicles: My Life as a King,80.0,2008,Wii,Square Enix,Simulation,Square Enix
156114,25479,The Chronicles of Narnia: Prince Caspian,60.0,2008,"PC, Wii, Nintendo DS, PlayStation 2, Xbox 360",Traveller's Tales,"Action, Adventure",Disney Interactive
156335,2551,Dark Souls III,89.0,2016,"PC, Xbox One, PlayStation 4","BANDAI NAMCO Entertainment America, FromSoftware","Action, RPG","Bandai Namco Entertainment, BANDAI NAMCO Entertainment US, FromSoftware"
156504,2553,Ratchet & Clank (2016),85.0,2016,PlayStation 4,Insomniac Games,"Action, Shooter, Adventure",Sony Interactive Entertainment
156797,2556,Risk of Rain,77.0,2013,"Linux, macOS, PC, Xbox One, Nintendo Switch, PlayStation 4, PS Vita",Hopoo Games,"Action, Indie, Platformer","Chucklefish, Hopoo Games"
157011,25582,Kirby Super Star Ultra,76.0,2008,Nintendo DS,HAL Laboratory,Action,Nintendo
157017,255825,Sakuna: Of Rice and Ruin,80.0,2020,"Nintendo Switch, PC, PlayStation 4",Edelweiss,"Action, Simulation, Platformer","XSEED Games, Marvelous, Marvelous USA"
157065,25587,Rhapsody: A Musical Adventure (DS),67.0,2008,Nintendo DS,EXAMU,RPG,NIS America
157093,2559,Stories: The Path of Destinies,74.0,2016,"PC, Xbox One, PlayStation 4",Spearhead Games,"Action, RPG, Indie, Platformer",Spearhead Games
157612,25646,The Legend of Spyro: Dawn of the Dragon,64.0,2008,"Wii, Xbox 360, PlayStation 2, PlayStation 3",Etranges Libellules,"Action, Platformer","Activision Blizzard, Vivendi Games, Sierra Games"
157926,2568,A Virus Named TOM,65.0,2012,"macOS, Linux, PC, PlayStation 3, PS Vita",Misfits Attic,"Action, Strategy, Arcade, Indie, Puzzle",Misfits Attic
158128,2570,The Cave,68.0,2013,"macOS, PC, Android, Linux, iOS, Wii U, PlayStation 3, Xbox 360","SEGA, Double Fine Productions, CGPills","Adventure, Puzzle","SEGA, Double Fine Productions, CGPills"
158241,25711,Shaun White Snowboarding,61.0,2008,"PlayStation 3, Xbox 360, PSP, Nintendo DS, PC, PlayStation 2",Ubisoft,"Action, Sports",Ubisoft Entertainment
158318,257194,Blacksad: Under the Skin,63.0,2019,"PlayStation 4, Nintendo Switch, PC, macOS, Xbox One","Pendulo Studios, YS Interactive",Adventure,"Microids, Anuman Interactive"
158319,257195,Minecraft: Dungeons,74.0,2020,"PC, PlayStation 4, Nintendo Switch, Xbox One","Double Eleven, Mojang","Action, Adventure, RPG",Microsoft Studios
158322,2572,DiRT Rally,86.0,2015,"PC, Linux, macOS, Xbox One, PlayStation 4","Feral Interactive, Codemasters","Simulation, Sports, Racing","Feral Interactive, Deep Silver, Codemasters"
158325,257201,Star Wars Jedi: Fallen Order,80.0,2019,"PlayStation 4, PC, Xbox One",Respawn Entertainment,"Action, Adventure",Electronic Arts
158326,257202,Creaks,82.0,2020,"Nintendo Switch, PlayStation 4, Xbox One, PC, macOS",Amanita Design,"Adventure, Indie, Puzzle",Amanita Design
158330,257206,Warhammer: Chaosbane,70.0,2019,"PC, Xbox Series S/X, PlayStation 5, Xbox One, PlayStation 4",Eko Software,"Action, Adventure, RPG","Bigben Interactive, Nacon"
158331,257207,Necromunda: Underhive Wars,59.0,2020,"PC, Xbox One, PlayStation 4",Rogue Factor,"Action, RPG, Strategy",Focus Home Interactive
158363,257236,Persona Q2: New Cinema Labyrinth,81.0,2018,Nintendo 3DS,Atlus,"RPG, Strategy","SEGA, Atlus"
158364,257237,Persona 3: Dancing in Moonlight,73.0,2018,"PS Vita, PlayStation 4","Atlus U.S.A, P Studio",Casual,Atlus
158381,257252,Trine 4: The Nightmare Prince,80.0,2019,"PC, PlayStation 4, Nintendo Switch, Xbox One",Frozenbyte,"Action, Adventure, Puzzle, Platformer","Frozenbyte, Modus Games"
158384,257255,The Witcher 3: Game of the Year,92.0,2016,"Xbox One, PlayStation 4, Nintendo Switch, PC",CD PROJEKT RED,"Adventure, RPG",CD PROJEKT RED
158536,2574,Enter the Gungeon,84.0,2016,"Linux, Nintendo Switch, PlayStation 4, Xbox One, PC","Devolver Digital, Dodge Roll","Action, Shooter, Adventure, Indie",Devolver Digital
159255,25818,Fire Emblem: Shadow Dragon,81.0,2009,"Nintendo DS, Wii U",Intelligent Systems,"RPG, Strategy",Nintendo
159400,258322,Blasphemous,78.0,2019,"Xbox One, PC, Linux, Nintendo Switch, PlayStation 4",The Game Kitchen,"Action, Adventure, Indie, Platformer","Team17 Digital, The Game Kitchen"
159401,258323,Melbits World,71.0,2018,"Nintendo Switch, PC, iOS, PlayStation 4","Doublethink Games, Melbot Studios","Action, Casual, Family, Puzzle",Doublethink
159564,25849,Suikoden: Tierkreis,76.0,2008,Nintendo DS,Konami Digital Entertainment,RPG,Konami
159623,25855,Grey's Anatomy: The Video Game,50.0,2009,"PC, Wii, Nintendo DS","Longtail Studios, Longtail",Simulation,Ubisoft Entertainment
159629,25856,Pokémon Platinum,83.0,2009,Nintendo DS,Game Freak,"Adventure, RPG",Nintendo
159830,2588,Evoland,61.0,2013,"PC, iOS, Android, macOS, Linux","Playdigious, Shiro Games","Action, Adventure, RPG, Indie","Plug In Digital, Playdigious, Shiro Games"
160245,2592,DuckTales: Remastered,73.0,2013,"PC, Xbox One, Android, iOS, Wii U, Xbox 360, PlayStation 3",WayForward Technologies,"Adventure, Platformer",Capcom
160287,25924,The Legend of Zelda: Majora's Mask,95.0,2000,"Nintendo 64, Wii U, Wii",Nintendo,"Action, Adventure",Nintendo
160751,2597,LEGO The Lord of the Rings,80.0,2012,"PC, Android, iOS, PS Vita, Wii, Nintendo DS, PlayStation 3, Nintendo 3DS, Xbox 360","Warner Bros. Interactive, Traveller's Tales","Action, Casual, Family, Platformer",Warner Bros. Interactive
160858,259801,Final Fantasy VII Remake,87.0,2020,PlayStation 4,Square Enix,"Action, Adventure, RPG",Square Enix
160921,25986,Harry Potter and the Half-Blood Prince,64.0,2009,"PC, Wii, Nintendo DS, PlayStation 2, Xbox 360, PlayStation 3, PSP, macOS","Electronic Arts Bright Light, Electronic Arts Casual Entertainment","Action, Adventure",Electronic Arts
161060,26,Nex Machina,89.0,2017,"PC, PlayStation 4",Housemarque,"Action, Indie",Housemarque
161084,26002,Wii Sports Resort,80.0,2009,Wii,Nintendo,Sports,Nintendo
161588,26055,Mario and Luigi: Bowser's Inside Story,90.0,2009,Nintendo DS,"Nintendo, Alpha Dream",RPG,Nintendo
161607,26057,Toy Story Mania!,41.0,2009,"Xbox 360, Wii, PC, PlayStation 3","High Voltage Software, Papaya Studio","Arcade, Family",Disney Interactive
162241,2612,Nights of Azure,64.0,2015,"PC, PlayStation 4","Koei Tecmo, KOEI TECMO America",RPG,KOEI TECMO GAMES CO
162280,261235,Ice Age 2: The Meltdown (GBA),68.0,2006,Game Boy Advance,Amaze Entertainment,"Adventure, Platformer",Vivendi Universal Games
162281,261236,Ice Age 2: The Meltdown (DS),68.0,2006,Nintendo DS,Amaze Entertainment,"Adventure, Platformer",Vivendi Universal Interactive Publishing
162292,261247,Fate/Extella Link,76.0,2018,"PC, PS Vita, PlayStation 4, Nintendo Switch","Marvelous, Type-Moon, Marvelous USA",Action,"XSEED Games, Marvelous, Marvelous USA"
162293,261248,Ice Age: Dawn of the Dinosaurs (DS),67.0,2009,Nintendo DS,Eurocom Entertainment Software,Platformer,Activision Blizzard
162294,261249,Ice Age: Continental Drift - Arctic Games (3DS/DS),43.0,2012,"Nintendo 3DS, Nintendo DS",Behaviour Interactive,"Sports, Arcade, Family",Activision Blizzard
162316,26127,Madagascar Kartz,62.0,2009,"Wii, PlayStation 3, Xbox 360",Sidhe Interactive,"Racing, Arcade",Activision Blizzard
162508,26147,Rabbids Go Home,78.0,2009,"Nintendo DS, Wii, PC","Ubisoft Montpellier, Ubisoft Casablanca",Arcade,Ubisoft Entertainment
162564,26152,Need for Speed: NITRO,69.0,2009,"Wii, Nintendo DS",Electronic Arts Montreal,"Action, Racing",Electronic Arts
162903,261887,Hello Neighbor Hide and Seek,55.0,2018,"iOS, PC, Nintendo Switch, PlayStation 4, Xbox One","tinyBuild, Dynamic Pixels","Action, Adventure, Puzzle",tinyBuild
163017,262,MUL.MASH.TAB.BA.GAL.GAL,85.0,2017,iOS,Riverman Media,"Strategy, Arcade, Casual",Riverman Media
163253,26223,James Cameron's AVATAR: The Game,60.0,2009,"PC, PSP, Wii, Nintendo DS, Xbox 360, PlayStation 3","Ubisoft, Ubisoft Montreal","Action, Shooter",Ubisoft Entertainment
163322,2623,Resident Evil 6,67.0,2012,"Nintendo Switch, Web, PC, PlayStation 3, Xbox One, PlayStation 4, Xbox 360","Capcom, Capcom U.S.A, QLOC","Action, Shooter, Adventure",Capcom
163373,262346,MediEvil (2019),67.0,2019,PlayStation 4,Other Ocean Interactive,Action,Sony Interactive Entertainment
163381,262353,Deltarune (Chapter 1),81.0,2018,"PlayStation 4, Nintendo Switch, macOS, PC","8-4, Toby Fox","Adventure, RPG","8-4, Toby Fox"
163414,262384,Tekken 5,88.0,2004,PlayStation 2,NAMCO,Fighting,"Namco, SCEE"
163419,262389,Cloudpunk,65.0,2020,"Nintendo Switch, Xbox One, PlayStation 4, PC",ION LANDS,"Adventure, Simulation, Indie",ION LANDS
163469,262433,Effie,69.0,2019,"PC, PlayStation 4","Inverge Studios, Factoria Cultural Gestio","Action, Adventure, Casual, Indie",Inverge Studios
164054,26312,Major League Baseball 2K10,75.0,2010,"Wii, Nintendo DS, PlayStation 2, PC, PlayStation 3","2K China, Visual Concepts, Powerhead Games",Sports,2K Sports
164264,26333,Shin Megami Tensei: Strange Journey,80.0,2010,Nintendo DS,"Atlus, Lancarse",RPG,Atlus
164289,26336,Red Steel 2,80.0,2010,Wii,Ubisoft Montreal,Action,Ubisoft Entertainment
164332,2634,Bully,87.0,2006,PlayStation 2,Rockstar Vancouver,"Action, Adventure, Simulation",Rockstar Games
164480,263548,Little Misfortune,57.0,2019,"Nintendo Switch, PC, iOS, PlayStation 4, Xbox One, Linux",Killmonday Games,"Adventure, Casual, Indie",Killmonday Games
164527,263590,Risk of Rain 2,85.0,2020,"PC, Xbox One, PlayStation 4, Nintendo Switch",Hopoo Games,"Action, Shooter, Arcade",Gearbox Publishing
164547,263608,Void Bastards,78.0,2019,"Nintendo Switch, PlayStation 4, PC, macOS, Xbox One",Blue Manchu,"Action, Strategy, Arcade","Humble Bundle, Humble Games"
164802,2639,Day of the Tentacle Remastered,86.0,2016,"Xbox One, macOS, iOS, Linux, PC, PS Vita, PlayStation 4",Double Fine Productions,"Adventure, Family",Double Fine Productions
165560,2647,Manhunt,75.0,2003,"PC, PlayStation 2, PlayStation 4, PlayStation 3","Rockstar North, Rockstar Games",Action,Rockstar Games
165583,26472,Spider-Man: Shattered Dimensions,73.0,2010,"Wii, Nintendo DS, PC, PlayStation 3, Xbox 360","Beenox Studios, Griptonite Games",Action,Activision Blizzard
165585,264721,Draugen,73.0,2019,"PC, PlayStation 4, Xbox One",Red Thread Games,"Adventure, Indie",Red Thread Games
165586,264722,Disneys Treasure Planet,44.0,2002,"PlayStation, PlayStation 2, Game Boy Advance",Magenta Software,"Action, Platformer","Sony Computer Entertainment, Disney Interactive"
165599,264734,Dragon Ball Z: Budokai Tenkaichi,72.0,2005,PlayStation 2,Spike,"Action, Fighting",Atari
165600,264736,WWF SmackDown! Just Bring It,76.0,2001,PlayStation 2,Yuke's Games,"Action, Fighting",THQ
165624,264758,DARQ,70.0,2019,PC,Unfold Games,"Action, Adventure, Indie",Unfold Games
166410,26563,Sonic Colors,78.0,2010,"Wii, Nintendo DS",Sonic Team,Platformer,SEGA
166679,2659,Trackmania Turbo,79.0,2016,"PC, Xbox One, PlayStation 4","Ubisoft, Nadeo","Racing, Massively Multiplayer",Ubisoft Entertainment
166993,266205,STAR WARS Episode I Racer,66.0,2018,"Nintendo Switch, Xbox One, PC, PlayStation 4",LucasArts Entertainment,"Action, Racing","Aspyr, Disney Interactive, LucasArts Entertainment"
167055,26628,Mario Sports Mix,64.0,2011,"Wii U, Wii",Square Enix,Sports,Nintendo
167234,26645,Major League Baseball 2K11,72.0,2011,"PC, PlayStation 3, PlayStation 2, Nintendo DS, Wii",Visual Concepts,Sports,2K Sports
167267,26648,Top Spin 4,83.0,2011,"Xbox 360, PlayStation 3, Wii",2K Czech,Sports,"2K Games, 2K Sports"
167380,2666,Mini Metro,77.0,2015,"PlayStation 4, iOS, Android, Linux, PC, macOS, Nintendo Switch","Playdigious, Radial Games, Dinosaur Polo Club","Strategy, Simulation, Indie, Puzzle","AGM PLAYISM, Radial Games, Dinosaur Polo Club"
168008,267229,Assassin's Creed: Rebellion,63.0,2018,"iOS, Android",Behaviour Interactive,"Action, RPG, Strategy",Ubisoft Entertainment
168519,26781,Kirby's Return to Dream Land,77.0,2011,Wii,HAL Laboratory,Platformer,Nintendo
168951,26824,The Legend of Zelda: Skyward Sword,93.0,2011,"Wii, Wii U",Nintendo,Adventure,Nintendo
169014,268298,The Evil Within: The Executioner,59.0,2015,"PlayStation 4, PlayStation 3, Xbox 360, PC, Xbox One",Tango Gameworks,Action,Bethesda Softworks
169078,268356,DreamWorks Dragons Dawn of New Riders,61.0,2019,"PC, Xbox One, PlayStation 4, Nintendo Switch","Climax Studios, Outright Games",Adventure,Outright Games
169391,26874,Madagascar 3: The Video Game,45.0,2012,"Nintendo DS, Wii, Nintendo 3DS, PlayStation 3, Xbox 360","Vicious Cycle Software, Monkey Bar Games","Action, Adventure, Arcade, Platformer","D3Publisher, D3Publisher of America"
169617,26898,The Last Story,80.0,2012,Wii,Mistwalker,RPG,XSEED Games
170445,269917,Conduct TOGETHER!,80.0,2018,Nintendo Switch,Northplay,"Action, Casual",Northplay
170521,27,Pyre,84.0,2017,"macOS, PC, Linux, PlayStation 4",Supergiant Games,"Adventure, RPG, Sports, Arcade, Indie",Supergiant Games
170752,27023,The Legend of Zelda: Phantom Hourglass,90.0,2007,"Nintendo DS, Wii U",Nintendo,"Action, Adventure, Puzzle",Nintendo
170762,27024,Super Mario Galaxy,97.0,2007,"Nintendo Switch, Wii, Wii U",Nintendo,Platformer,Nintendo
170783,27026,Animal Crossing: City Folk,73.0,2008,Wii,Nintendo,Simulation,Nintendo
170882,27036,Super Mario Galaxy 2,97.0,2010,"Wii, Wii U",Nintendo,Platformer,Nintendo
170955,27043,Pilotwings Resort,71.0,2011,Nintendo 3DS,"Nintendo, Monster Games",Simulation,Nintendo
171028,2705,Action Henk,74.0,2015,"macOS, PC, Linux, Xbox One, PlayStation 4","Curve Digital, RageSquid","Action, Racing, Indie","Curve Digital, RageSquid"
171251,270721,Carto,76.0,2020,"PC, Nintendo Switch, PlayStation 4, Xbox One",Sunhead Games,"Adventure, Indie, Puzzle","X.D. Network, Humble Games"
171538,271,Kingdom: New Lands,80.0,2015,"iOS, Android, PC, macOS, Linux, PlayStation 4, Nintendo Switch, Xbox One","Noio, Raw Fury, Licorice","Strategy, Simulation, Arcade, Casual, Indie",Raw Fury
171562,27102,Super Mario 3D Land,90.0,2011,Nintendo 3DS,Nintendo,"Action, Adventure, Platformer",Nintendo
171604,27106,Pushmo,90.0,2011,Nintendo 3DS,Intelligent Systems,Puzzle,Nintendo
171777,27124,Kid Icarus: Uprising,83.0,2012,Nintendo 3DS,Project Sora Co.,"Action, Adventure",Nintendo
171806,2713,Assault Android Cactus,79.0,2015,"macOS, Linux, PC, PlayStation 4, Xbox One","Witch Beam, Witch Beam Games","Action, Indie",Witch Beam
172311,27179,Professor Layton and the Miracle Mask,82.0,2012,Nintendo 3DS,Level 5,"Casual, Puzzle",Nintendo
172377,27185,Paper Mario: Sticker Star,75.0,2012,Nintendo 3DS,Intelligent Systems,RPG,Nintendo
172735,2722,Kholat,64.0,2015,"Nintendo Switch, PC, PlayStation 4, Xbox One","IMGN.PRO, IMAGINATION","Adventure, Indie","Plug In Digital, IMGN.PRO, Imagination"
172837,27230,Castlevania: Lords of Shadow - Mirror of Fate,72.0,2013,"Xbox One, PC, Nintendo 3DS, Xbox 360, PlayStation 3","Konami Digital Entertainment, Mercury Steam Entertainment, MercurySteam","Action, Adventure, Platformer","Konami, Konami Digital Entertainment-US"
172919,27238,HarmoKnight,73.0,2013,Nintendo 3DS,Game Freak,"Action, Platformer",Nintendo
172950,27241,Shin Megami Tensei: Devil Summoner: Soul Hackers,74.0,2013,Nintendo 3DS,Atlus,RPG,"Atlus, Inc.)"
172963,272421,Tales of Vesperia: Definitive Edition,81.0,2019,"PC, Nintendo Switch, PlayStation 4, Xbox One","Bandai Namco Entertainment, QLOC",RPG,Bandai Namco Entertainment
172969,272427,Lightmatter,73.0,2020,PC,Tunnel Vision Games,"Adventure, Indie",Aspyr
172992,272448,Pikuniku,75.0,2019,"Xbox One, Linux, macOS, PC, Nintendo Switch","Devolver Digital, Alan Zucconi, Arnaud De Bock, Rémi Forcadell, Calum Bowen","Action, Adventure, Casual, Indie, Platformer",Devolver Digital
173060,272509,Skater XL,57.0,2020,"PlayStation 4, PC, Xbox One, Nintendo Switch",Easy Day Studios,"Action, Simulation, Sports, Indie",Easy Day Studios
173312,2728,Tom Clancy’s The Division,80.0,2016,"PC, PlayStation 4, Xbox One","Ubisoft, Massive Entertainment","Action, Shooter, RPG",Ubisoft Entertainment
173475,27297,The Wonderful 101,78.0,2013,Wii U,"Nintendo, Platinum Games",Action,Nintendo
173492,273,TypeShift,86.0,2017,"iOS, Android","Zach Gage, Noodlecake Studios",Puzzle,Zach Gage
173618,27312,"Pokémon X, Y",88.0,2013,Nintendo 3DS,Game Freak,"Adventure, RPG","Nintendo, The Pokemon Company"
173745,27324,Phoenix Wright: Ace Attorney - Dual Destinies,83.0,2013,"iOS, Nintendo 3DS, Android",Capcom,"Adventure, RPG",Capcom
173806,2733,Broforce,83.0,2015,"PC, macOS, Linux, PlayStation 4, Nintendo Switch","Devolver Digital, Free Lives","Action, Indie, Platformer",Devolver Digital
174116,2736,Croixleur Sigma,56.0,2014,"PC, Nintendo Switch, PS Vita, PlayStation 4","ACTIVE GAMING MEDIA, souvenir circ.","Action, Indie","Active Gaming Media, Nyu Media"
174465,27392,Mario & Luigi: Superstar Saga,90.0,2003,"Wii U, Game Boy Advance",AlphaDream,RPG,Nintendo
174627,27407,Kirby: Triple Deluxe,80.0,2014,Nintendo 3DS,HAL Laboratory,Platformer,Nintendo
174679,27412,Squids Odyssey,70.0,2011,"PC, iOS, Android, Wii U, Nintendo 3DS, Nintendo Switch",The Game Bakers,"Adventure, RPG, Strategy, Indie","Plug In Digital, The Game Bakers"
174870,2743,Heavy Rain,80.0,2010,"PC, PlayStation 4, PlayStation 3",Quantic Dream,"Action, Adventure","Sony Computer Entertainment, Quantic Dream"
175057,274480,Mortal Kombat 11,82.0,2019,"PC, PlayStation 4, Xbox One, Nintendo Switch","Warner Bros. Interactive, NetherRealm Studios, QLOC, Shiver Games","Action, Adventure, Fighting",Warner Bros. Interactive
175150,274571,Crash Team Racing Nitro-Fueled,82.0,2019,"Xbox One, Nintendo Switch, PlayStation 4","Activision, Beenox","Action, Racing, Family","Activision Blizzard, Activison, Activision Value Publishing"
175255,274670,The Last Campfire,80.0,2020,"PlayStation 4, Xbox One, iOS, Nintendo Switch, PC",Hello Games,"Action, Adventure, Indie",Hello Games
175346,274755,Hades,93.0,2020,"PC, Nintendo Switch",Supergiant Games,"Action, Adventure, RPG, Indie",Supergiant Games
175347,274756,Journey to the Savage Planet,76.0,2020,"Nintendo Switch, Xbox One, PC, PlayStation 4",Typhoon studios,"Action, Adventure",505 Games
175348,274757,Sayonara Wild Hearts,85.0,2019,"PC, Xbox One, macOS, PlayStation 4, iOS, Nintendo Switch",Simogo,"Action, Casual, Indie",Annapurna Interactive
175350,274759,Marvel Ultimate Alliance 3: The Black Order,73.0,2019,Nintendo Switch,"Koei Tecmo, Team NINJA","Action, RPG",Nintendo
175352,274760,ANCESTORS: The Humankind Odyssey,69.0,2019,"PC, PlayStation 4, Xbox One",Panache Digital Games,"Action, Adventure, RPG, Indie",Private Division
175354,274762,The Outer Worlds,80.0,2019,"PC, PlayStation 4, Nintendo Switch, Xbox One",Obsidian Entertainment,"Action, Shooter, Adventure, RPG",Private Division
175357,274766,The Pathless,78.0,2020,"PlayStation 4, macOS, PC","Annapurna Interactive, Giant Squid","Action, Adventure",Annapurna Interactive
175358,274767,Far Cry New Dawn,73.0,2019,"PC, PlayStation 4, Xbox One","Ubisoft, Ubisoft Montreal","Action, Shooter, Adventure, Arcade",Ubisoft Entertainment
175379,274789,Operencia: The Stolen Sun,79.0,2019,"PC, Nintendo Switch, PlayStation 4, Xbox One",Zen Studios,RPG,Zen Studios
175441,274847,Conan Unconquered,62.0,2019,PC,Petroglyph,Strategy,Funcom
175487,2749,Screencheat,71.0,2014,"Linux, macOS, PC, Xbox One, PlayStation 4","SURPRISE ATTACK, Samurai Punk","Action, Shooter, Indie",Surprise Attack
175499,27491,Kirby: Nightmare in Dream Land,81.0,2002,"Wii U, Game Boy Advance",HAL Laboratory,Platformer,Nintendo
175752,27519,Fire Emblem: The Blazing Blade,88.0,2003,"Game Boy Advance, Wii U",Intelligent Systems,"RPG, Strategy",Nintendo
176197,275636,Daymare: 1998,61.0,2019,"PC, Xbox One, PlayStation 4",Invader Studios,"Action, Adventure, Indie","Destructive Creations, All in! Games"
176203,275641,Moving Out,77.0,2020,"macOS, PC, PlayStation 4, Nintendo Switch, Xbox One","SMG Studio, Devm Games","Action, Simulation, Casual, Indie",Team17 Digital
176421,27585,BoxBoy!,80.0,2015,Nintendo 3DS,HAL Laboratory,Action,Nintendo
176542,2760,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,85.0,2013,"Linux, macOS, PC, Xbox 360, Wii U, PlayStation 4, PS Vita, PlayStation 3","Choice Provisions, Gaijin Games","Action, Adventure, Arcade, Indie, Platformer","Aksys Games, Choice Provisions, Gaijin Games"
176567,276032,Brawl Stars,72.0,2018,"iOS, Android",Supercell,"Action, Arcade, Casual",Supercell Oy
176734,27620,Mario & Luigi: Partners in Time,86.0,2005,"Nintendo DS, Wii U",AlphaDream,RPG,Nintendo
176935,2764,Agatha Christie - The ABC Murders,67.0,2016,"macOS, PC, Android, Linux, Nintendo DS, Xbox One, PlayStation 4","Microids, Anuman Interactive, Artefacts Studios, artefacts-studio","Action, Adventure","Microids, Anuman Interactive, Gravity Europe SAS"
177250,2767,Far Cry Primal,74.0,2016,"PC, Xbox One, PlayStation 4",Ubisoft,"Action, Shooter",Ubisoft Entertainment
177376,27683,Stella Glow,79.0,2015,Nintendo 3DS,Image Epoch,RPG,Atlus USA
177523,2770,Foul Play,69.0,2013,"macOS, Linux, PC, PS Vita, PlayStation 4, Xbox 360","Devolver Digital, Mediatonic, The Irregular","Action, Adventure, Casual, Indie","Devolver Digital, Marketing, Sold Out Sales"
177610,2771,Cubemen,74.0,2012,"PC, macOS, Linux, iOS",3 Sprockets,"Action, Strategy, Family, Indie","3 Sprockets, Seon Rozenblum"
177622,27711,Metroid: Zero Mission,89.0,2004,"Game Boy Advance, Wii U",Nintendo,"Action, Adventure, Platformer",Nintendo
177655,27714,Super Mario Advance 4: Super Mario Bros. 3,94.0,2003,Game Boy Advance,Nintendo,Platformer,Nintendo
177916,2774,Knock-Knock,57.0,2013,"iOS, Linux, PC, macOS, Android, PS Vita, Nintendo Switch, Xbox One, PlayStation 4",Ice-Pick Lodge,"Action, Adventure, RPG, Indie",Ice-Pick Lodge
178058,27756,Pocket Card Jockey,83.0,2013,"iOS, Android, Nintendo 3DS",Game Freak,"Racing, Casual, Card, Puzzle",Nintendo
178180,2777,Ninja Senki DX,72.0,2016,"macOS, PC, PlayStation 4, PS Vita",Tribute Games,"Action, Indie",Tribute Games
178217,27776,Pokémon Mystery Dungeon: Red Rescue Team,67.0,2005,"Game Boy Advance, Wii U",Chunsoft,RPG,Nintendo
178228,2778,Surgeon Simulator,71.0,2013,"iOS, Linux, PC, macOS, Android, Nintendo Switch",Bossa Studios,"Action, Simulation, Educational, Indie",Bossa Studios
178364,277932,SpellForce 3: Soul Harvest,80.0,2019,PC,Grimlore Games,"RPG, Strategy",THQ Nordic
178387,277953,Cake Bash,78.0,2020,"PlayStation 4, PC, Xbox One",High Tea Frog,"Action, Casual, Fighting, Indie",Coatsink
178437,278,Horizon Zero Dawn,89.0,2017,"PC, PlayStation 4",Guerrilla Games,"Action, Adventure, RPG",Sony Computer Entertainment
178548,2781,ARSLAN: THE WARRIORS OF LEGEND,57.0,2015,"PC, Xbox One, PlayStation 4, PlayStation 3","Koei Tecmo, KOEI TECMO America",Action,KOEI TECMO GAMES CO
178807,2784,The Bridge,74.0,2013,"Linux, PC, macOS, Nintendo Switch, Xbox One, Xbox 360, PS Vita, PlayStation 4, PlayStation 3, Wii U","The Quantum Astrophysicists Guild, Ty Taylor and Mario Castañeda, Ty Taylor and Mario Castaneda","Strategy, Casual, Indie, Puzzle","Midnight City, The Quantum Astrophysicists Guild"
179544,27913,Puyo Puyo Tetris,81.0,2014,"PC, Xbox One, Nintendo Switch, PlayStation 4, PlayStation 3","SEGA, Sonic Team, Bitbaboon","Action, Arcade, Casual, Puzzle",SEGA
179745,27938,SteamWorld Dig 2,88.0,2017,"PlayStation 4, PC, Linux, macOS, Xbox One, Nintendo Switch, PS Vita, Nintendo 3DS","Image & Form, Image and Form, Image, Form International, Image & Form Games","Action, Adventure, Indie, Platformer","Image & Form, Image and Form, Form International, Image, Image & Form Games"
179784,27943,Sonic Forces,58.0,2017,"iOS, Android, PC, Nintendo Switch, Xbox One, PlayStation 4","SEGA, Sonic Team, Hardlight","Action, Adventure, Arcade, Casual",SEGA
179795,27944,Sine Mora EX,82.0,2017,"PC, Xbox One, PlayStation 4, Nintendo Switch","THQ Nordic, Grasshopper Manufacture, Digital Reality, Gyroscope Games","Action, Shooter",THQ Nordic
179804,27945,Fire Emblem Warriors,72.0,2017,"Nintendo 3DS, Nintendo Switch",Koei Tecmo,RPG,"Nintendo, KOEI TECMO GAMES CO."
179813,27946,Xenoblade Chronicles 3D,86.0,2015,Nintendo 3DS,Monolith Soft,"Action, RPG",Nintendo
179887,27953,Animal Crossing: New Leaf,88.0,2012,Nintendo 3DS,Nintendo,"Simulation, Casual, Family",Nintendo
179950,279590,KINGDOM HEARTS FINAL MIX,85.0,2002,"PlayStation 4, PlayStation 3, PlayStation 2",Square,"Action, RPG",Square
180045,27968,Fire Emblem Awakening,92.0,2012,Nintendo 3DS,Intelligent Systems,"RPG, Strategy",Nintendo
180105,27974,Super Mario 3D World,93.0,2013,"Wii U, Nintendo Switch",Nintendo,"Action, Platformer",Nintendo
180138,27977,The Legend of Zelda: A Link Between Worlds,91.0,2013,Nintendo 3DS,Nintendo,Adventure,Nintendo
180149,27978,Donkey Kong Country: Tropical Freeze,84.0,2014,"Nintendo Switch, Wii U",Retro Studios,Platformer,Nintendo
180169,27980,Tomodachi Life,71.0,2014,Nintendo 3DS,Nintendo,"Simulation, Casual",Nintendo
